Kilometers,Color,Car Brand,Model,Price,Engine,Vehicle Age
262000,Gri (Gümüş),Toyota,Corolla,343500.0,1.6,27
105000,Gri (Gümüş),Opel,Astra,585000.0,1.6,12
224150,Mavi,Volkswagen,Golf,450000.0,1.6,18
85000,Beyaz,Toyota,Corolla,840000.0,1.6,8
308000,Beyaz,Opel,Astra,247500.0,1.4,26
102000,Gri,Ford,Focus,722500.0,1.6,13
40000,Gri,Volkswagen,Polo,432950.0,1.6,24
210000,Füme,Toyota,Corolla,550000.0,1.4,12
52000,Beyaz,Fiat,Egea,660000.0,1.4,4
198000,Beyaz,Renault,Fluence,585000.0,1.5,12
296650,Beyaz,Fiat,Linea,370000.0,1.3,12
275000,Gri (metalik),Opel,Corsa,395000.0,1.3,17
289000,Siyah,Ford,Focus,648000.0,1.5,9
235000,Beyaz,Fiat,Linea,420000.0,1.3,13
50000,Kırmızı,Renault,Clio,410000.0,1.5,14
193000,Beyaz,Opel,Astra,680000.0,1.6,7
292000,Gri (Gümüş),Toyota,Corolla,410000.0,1.4,18
194350,Mavi,Ford,Fiesta,400000.0,1.4,12
77300,Beyaz,Toyota,Corolla,802000.0,1.33,10
292000,Siyah,Citroen,C5,555000.0,2.0,13
89800,Gri,Ford,Focus,955000.0,1.6,7
180000,Beyaz,Fiat,Egea,725000.0,1.3,5
134000,Beyaz,Ford,Fiesta,610000.0,1.0,10
40000,Gri,Toyota,Corolla,968000.0,1.5,2
206898,Siyah,Volkswagen,Golf,565000.0,1.4,15
273000,Gri (Gümüş),Toyota,Corolla,492500.0,1.4,14
78800,Beyaz,Fiat,Egea,685000.0,1.3,8
164000,Beyaz,Fiat,Linea,525000.0,1.3,7
142300,Beyaz,Fiat,Linea,525000.0,1.3,10
123345,Gri (Gümüş),Renault,Fluence,570000.0,1.5,13
152000,Beyaz,Citroen,C-Elysee,605000.0,1.6,7
195000,Siyah,Volkswagen,Golf,705000.0,1.4,12
102000,Beyaz,Volkswagen,Golf,975000.0,1.6,10
62000,Beyaz,Volkswagen,Polo,805000.0,1.2,8
208000,Beyaz,Fiat,Linea,475000.0,1.3,10
290000,Beyaz,Volkswagen,Polo,360000.0,1.4,16
142000,Gri,Opel,Astra,570000.0,1.6,11
200000,Bordo,Fiat,Linea,420000.0,1.3,12
247000,Siyah,Fiat,Linea,410000.0,1.6,13
212000,Beyaz,Renault,Fluence,560000.0,1.5,10
188000,Gri,Ford,Focus,550000.0,1.6,12
255000,Gri,Opel,Astra,555000.0,1.3,14
184000,Beyaz,Opel,Astra,675000.0,1.6,7
245000,Gri,Opel,Corsa,365000.0,1.3,16
218000,Beyaz,Ford,Focus,605000.0,1.6,11
286000,Mavi,Opel,Corsa,305000.0,1.4,24
81000,Beyaz,Opel,Corsa,629500.0,1.4,8
181000,Beyaz,Fiat,Linea,439900.0,1.3,12
198000,Gri (Gümüş),Volkswagen,Golf,529000.0,1.6,16
115000,Yeşil (metalik),Volkswagen,Golf,615000.0,1.6,19
283000,Siyah,Ford,Focus,375000.0,1.6,24
212500,Gri (Gümüş),Opel,Astra,439000.0,1.3,16
213000,Beyaz,Renault,Clio,566000.0,1.5,21
161500,Beyaz,Opel,Astra,650000.0,1.6,13
147800,Siyah,Opel,Corsa,405000.0,1.4,20
160000,Beyaz,Volkswagen,Golf,835000.0,1.2,11
258000,Mavi,Volkswagen,Polo,195000.0,1.6,29
104000,Mavi (metalik),Renault,Clio,495000.0,1.6,13
317000,Siyah,Opel,Astra,384000.0,1.6,23
235000,Gri,Ford,Focus,420000.0,1.6,21
108000,Beyaz,Ford,Fiesta,559000.0,1.25,10
190000,Beyaz,Volkswagen,Golf,768000.0,1.4,11
203000,Beyaz,Citroen,C-Elysee,565000.0,1.6,8
159000,Beyaz,Fiat,Linea,305000.0,1.3,11
190000,Siyah,Audi,A4,880000.0,1.8,13
189300,Beyaz,Fiat,Egea,560000.0,1.6,7
145000,Füme,Toyota,Corolla,680000.0,1.6,13
285000,Gri (Gümüş),Ford,Focus,330000.0,1.6,23
296235,Yeşil,Renault,Clio,335000.0,1.5,21
147000,Gri,Renault,Clio,445000.0,1.2,15
202000,Gri (titanyum),Ford,Fiesta,497000.0,1.4,13
181000,Yeşil,Renault,Clio,350000.0,1.5,21
173000,Beyaz,Ford,Fiesta,585000.0,1.5,11
6123,Mavi (metalik),Fiat,Egea,760000.0,1.4,1
23000,Gri (metalik),Citroen,C3,765000.0,1.2,1
219000,Siyah,Renault,Fluence,440000.0,1.6,13
305000,Beyaz,Ford,Fiesta,365000.0,1.4,17
174000,Beyaz,Fiat,Linea,498500.0,1.3,9
86000,Beyaz,Volkswagen,Polo,950000.0,1.4,10
160000,Beyaz,Citroen,C-Elysee,555000.0,1.6,7
216000,Beyaz,Volkswagen,Polo,455000.0,1.4,17
54000,Gri (metalik),Toyota,Corolla,960000.0,1.6,4
167000,Beyaz,Ford,Fiesta,569000.0,1.4,12
194000,Beyaz,Renault,Fluence,620000.0,1.5,10
95000,Beyaz,Citroen,C3,689000.0,1.6,8
173000,Beyaz,Volkswagen,Polo,555000.0,1.6,12
57000,Beyaz,Fiat,Egea,786000.0,1.6,2
195000,Yeşil,Ford,Fiesta,485000.0,1.4,12
144000,Kahverengi,Opel,Corsa,535000.0,1.4,11
99000,Beyaz,Opel,Astra,687000.0,1.6,7
155000,Beyaz,Ford,Focus,790000.0,1.6,11
157000,Beyaz,Opel,Astra,480000.0,1.3,18
264000,Siyah,Toyota,Corolla,554500.0,1.4,14
320000,Beyaz,Volkswagen,Golf,559750.0,1.6,14
183000,Beyaz,Ford,Fiesta,568000.0,1.5,10
140000,Beyaz,Renault,Clio,625000.0,1.5,9
184000,Gri (Gümüş),Renault,Fluence,585000.0,1.5,12
218500,Beyaz,Fiat,Linea,510000.0,1.3,9
110000,Beyaz,Toyota,Corolla,760000.0,1.33,8
149000,Mavi,Ford,Focus,600000.0,1.6,14
178000,Kırmızı,Opel,Astra,690000.0,1.4,9
91000,Gri,Opel,Astra,559000.0,1.6,13
158500,Beyaz,Ford,Fiesta,425000.0,1.4,17
129000,Beyaz,Fiat,Linea,490000.0,1.4,11
113782,Kırmızı,Fiat,Egea,799750.0,1.6,4
128000,Beyaz,Opel,Astra,580000.0,1.6,11
285000,Beyaz,Opel,Corsa,450000.0,1.3,12
206000,Sarı,Opel,Corsa,320000.0,1.2,24
157000,Beyaz,Citroen,C-Elysee,420008.0,1.2,11
247,Gri,Citroen,C4,350000.0,1.6,17
304000,Beyaz,Fiat,Linea,380000.0,1.3,13
28162,Beyaz,Ford,Focus,1025000.0,1.0,1
149000,Beyaz,Fiat,Linea,449000.0,1.3,12
200000,Gri (Gümüş),Ford,Focus,605000.0,1.6,14
139270,Gri (Gümüş),Volkswagen,Polo,495000.0,1.4,18
249000,Gri (Gümüş),Renault,Fluence,545000.0,1.5,11
292000,Gri (Gümüş),Fiat,Linea,377000.0,1.3,13
130000,Beyaz,Volkswagen,Golf,695000.0,1.6,12
182000,Beyaz,Renault,Clio,530000.0,1.5,8
273000,Beyaz,Ford,Fiesta,360000.0,1.4,19
174000,Füme,Opel,Astra,685000.0,1.3,12
137500,Beyaz,Ford,Focus,819000.0,1.6,9
116000,Gri (Gümüş),Fiat,Linea,535000.0,1.3,8
116500,Beyaz,Fiat,Linea,390000.0,1.3,12
197000,Gri,Opel,Astra,505000.0,1.3,15
204000,Beyaz,Opel,Corsa,475000.0,1.3,11
250000,Gri,Fiat,Linea,412000.0,1.3,15
192500,Gri,Ford,Focus,650000.0,1.6,10
345000,Siyah,Citroen,C5,389000.0,1.6,16
336000,Yeşil,Volkswagen,Golf,340000.0,1.6,25
106500,Siyah,Audi,A3,1070000.0,1.6,7
103500,Beyaz,Toyota,Corolla,840000.0,1.6,7
220000,Kırmızı,Opel,Astra,215000.0,1.4,29
310000,Siyah,Volkswagen,Golf,380000.0,1.6,23
219000,Gri,Opel,Corsa,360000.0,1.3,18
91000,Beyaz,Ford,Fiesta,655000.0,1.6,11
165000,Gri,Ford,Focus,530000.0,1.6,14
134000,Beyaz,Ford,Fiesta,400000.0,1.4,19
153000,Beyaz,Ford,Focus,685000.0,1.6,11
202000,Gri,Fiat,Linea,375000.0,1.3,14
202000,Siyah,Ford,Fiesta,525000.0,1.4,12
163000,Beyaz,Renault,Fluence,709000.0,1.5,10
118000,Beyaz,Renault,Clio,600000.0,1.5,13
254000,Beyaz,Fiat,Linea,450000.0,1.3,12
190000,Beyaz,Fiat,Egea,529000.0,1.3,7
191500,Gri (metalik),Opel,Astra,585000.0,1.6,15
126000,Beyaz,Volkswagen,Polo,675000.0,1.4,7
70000,Beyaz,Opel,Astra,930000.0,1.6,7
112000,Beyaz,Volkswagen,Polo,590000.0,1.6,11
235000,Siyah,Volkswagen,Polo,655000.0,1.4,9
266250,Gri (Gümüş),Ford,Fiesta,445000.0,1.4,13
124000,Gri,Volkswagen,Golf,1000000.0,1.6,7
183000,Gri,Renault,Fluence,530000.0,1.5,13
18816,Gri,Citroen,C3,900000.0,1.2,1
240000,Beyaz,Ford,Fiesta,370000.0,1.4,18
149000,Beyaz,Fiat,Linea,565000.0,1.3,9
198000,Beyaz,Fiat,Linea,445000.0,1.3,11
126000,Beyaz,Fiat,Egea,565000.0,1.3,7
99000,Beyaz,Fiat,Egea,640000.0,1.3,7
190000,Gri (Gümüş),Citroen,C2,350000.0,1.6,20
198000,Beyaz,Ford,Focus,650000.0,1.6,12
325000,Beyaz,Fiat,Linea,339000.0,1.3,14
130000,Beyaz,Renault,Clio,695000.0,1.5,6
273000,Gri (Gümüş),Opel,Corsa,405000.0,1.4,20
280000,Gri,Renault,Fluence,385000.0,1.6,12
203000,Gri,Fiat,Linea,455000.0,1.3,12
280000,Gri (metalik),Citroen,C4,375000.0,1.6,17
101000,Gri (Gümüş),Ford,Fiesta,550000.0,1.25,14
241000,Beyaz,Citroen,C4,530000.0,1.6,13
130000,Beyaz,Volkswagen,Polo,710000.0,1.2,9
300000,Gri (Gümüş),Toyota,Corolla,410000.0,1.6,27
233000,Gri (Gümüş),Ford,Fiesta,540000.0,1.4,13
170000,Beyaz,Citroen,C-Elysee,528000.0,1.6,8
352000,Beyaz,Ford,Focus,563500.0,1.6,9
268000,Beyaz,Renault,Clio,285000.0,1.4,24
146000,Gri,Ford,Fiesta,425000.0,1.4,17
121800,Gri,Ford,Fiesta,575000.0,1.4,13
245000,Siyah,Opel,Astra,415000.0,1.6,18
193000,Beyaz,Fiat,Linea,478000.0,1.3,9
140000,Beyaz,Citroen,C-Elysee,575000.0,1.6,7
252000,Kırmızı,Volkswagen,Polo,355000.0,1.6,25
224000,Beyaz,Ford,Fiesta,515000.0,1.5,9
250000,Gri (Gümüş),Renault,Fluence,560000.0,1.5,12
61300,Beyaz,Volkswagen,Polo,890000.0,1.4,8
230000,Gri (metalik),Toyota,Corolla,265000.0,1.6,0
150000,Kırmızı,Renault,Clio,660000.0,1.5,11
320000,Beyaz,Volkswagen,Polo,270000.0,1.9,25
305000,Altın,Citroen,C4,353000.0,1.6,18
179000,Siyah,Opel,Corsa,476900.0,1.3,12
143000,Beyaz,Volkswagen,Golf,745000.0,1.2,11
49000,Beyaz,Citroen,C-Elysee,669000.0,1.5,4
252000,Gri (Gümüş),Volkswagen,Golf,610000.0,1.6,16
220000,Diğer,Ford,Focus,530000.0,1.6,17
318600,Gri (Gümüş),Fiat,Linea,415000.0,1.3,16
217400,Beyaz,Fiat,Linea,400000.0,1.3,11
258000,Beyaz,Fiat,Linea,350000.0,1.3,10
220000,Yeşil,Volkswagen,Polo,335000.0,1.6,25
208000,Beyaz,Opel,Astra,510000.0,1.6,14
240000,Beyaz,Renault,Fluence,600000.0,1.5,11
111000,Beyaz,Toyota,Corolla,750000.0,1.33,8
83000,Beyaz,Volkswagen,Polo,730000.0,1.6,10
102000,Beyaz,Ford,Fiesta,630000.0,1.5,11
70300,Mavi,Renault,Clio,705000.0,1.0,4
139000,Beyaz,Volkswagen,Polo,715000.0,1.2,8
290000,Gri (Gümüş),Ford,Focus,478000.0,1.6,18
227500,Gri (metalik),Toyota,Corolla,570000.0,1.4,13
215000,Bej,Renault,Clio,257500.0,1.5,17
156000,Beyaz,Opel,Corsa,410000.0,1.2,17
132000,Beyaz,Citroen,C-Elysee,610000.0,1.5,5
116000,Gri (metalik),Renault,Fluence,630000.0,1.5,8
300000,Gri,Audi,A4,510000.0,1.9,20
205000,Mavi,Volkswagen,Golf,425000.0,1.6,25
264000,Gri (titanyum),Opel,Astra,410000.0,1.6,19
20000,Mavi (metalik),Ford,Fiesta,750000.0,1.1,1
231000,Siyah,Renault,Clio,425000.0,1.5,12
244768,Gri (Gümüş),Ford,Fiesta,395000.0,1.4,14
231000,Kırmızı,Volkswagen,Polo,440000.0,1.4,22
215000,Beyaz,Opel,Astra,560000.0,1.3,11
139500,Gri (metalik),Citroen,C4,615000.0,1.6,12
88000,Gri (metalik),Volkswagen,Polo,710000.0,1.2,10
273000,Gri (Gümüş),Ford,Focus,475000.0,1.6,18
168000,Bej,Opel,Corsa,520000.0,1.4,13
293000,Gri,Ford,Focus,460000.0,1.6,17
170000,Beyaz,Fiat,Linea,458000.0,1.3,10
137000,Beyaz,Ford,Fiesta,495000.0,1.4,13
90000,Beyaz,Fiat,Linea,610000.0,1.3,7
234500,Beyaz,Citroen,C5,800000.0,1.6,11
352336,Beyaz,Toyota,Corolla,305000.0,1.6,0
265000,Beyaz,Fiat,Linea,465000.0,1.4,9
220000,Beyaz,Renault,Fluence,615000.0,1.5,8
202000,Beyaz,Opel,Corsa,500000.0,1.3,11
320000,Gri (Gümüş),Toyota,Corolla,370000.0,1.6,28
210000,Gri (Gümüş),Toyota,Corolla,340000.0,1.3,24
147000,Beyaz,Opel,Corsa,390000.0,1.2,20
208000,Gri (Gümüş),Opel,Corsa,300000.0,1.4,24
240000,Siyah,Renault,Clio,396000.0,1.5,16
188000,Beyaz,Fiat,Linea,419000.0,1.3,9
34000,Beyaz,Fiat,Egea,650000.0,1.4,3
39000,Beyaz,Opel,Astra,790000.0,1.6,8
190000,Gri,Renault,Fluence,530000.0,1.5,13
299000,Gri,Fiat,Linea,425000.0,1.3,11
239800,Siyah,Opel,Astra,412000.0,1.3,15
214000,Gri (Gümüş),Fiat,Egea,570000.0,1.6,8
244000,Mavi,Volkswagen,Golf,325000.0,1.6,26
188000,Beyaz,Volkswagen,Golf,695000.0,1.6,13
192000,Siyah,Volkswagen,Golf,550000.0,1.4,15
198000,Kırmızı,Volkswagen,Polo,450500.0,1.4,20
95000,Beyaz,Fiat,Egea,650000.0,1.3,8
105000,Beyaz,Toyota,Corolla,980000.0,1.4,7
157000,Beyaz,Renault,Clio,540000.0,1.5,7
207000,Beyaz,Renault,Fluence,580000.0,1.5,10
197000,Beyaz,Ford,Fiesta,454750.0,1.5,11
154000,Beyaz,Fiat,Linea,485000.0,1.3,10
189000,Gri (metalik),Opel,Astra,446000.0,1.6,16
296350,Gri,Citroen,Xsara,235000.0,1.6,26
234000,Füme,Fiat,Linea,430000.0,1.3,13
157000,Beyaz,Ford,Focus,845000.0,1.5,6
212212,Beyaz,Opel,Astra,418000.0,1.4,23
195000,Gri (Gümüş),Ford,Focus,619750.0,1.6,12
297000,Sarı,Opel,Corsa,240000.0,1.4,28
236000,Füme,Toyota,Corolla,385000.0,1.6,25
181000,Siyah,Renault,Fluence,445000.0,1.5,11
127000,Beyaz,Ford,Fiesta,405000.0,1.4,20
69000,Gri (Gümüş),Opel,Corsa,635000.0,1.4,11
194000,Beyaz,Volkswagen,Golf,950000.0,1.6,8
114000,Beyaz,Volkswagen,Polo,720000.0,1.4,7
265500,Siyah,Renault,Fluence,510000.0,1.5,12
309000,Mavi,Volkswagen,Golf,324900.0,1.6,25
230000,Turuncu,Opel,Corsa,275000.0,1.4,23
145000,Beyaz,Fiat,Linea,490000.0,1.3,12
205000,Siyah,Volkswagen,Polo,613000.0,1.2,11
195000,Gri,Citroen,C3,450000.0,1.4,12
250000,Beyaz,Toyota,Corolla,719000.0,1.4,11
16500,Beyaz,Fiat,Egea,715000.0,1.4,2
94000,Beyaz,Opel,Astra,689000.0,1.6,8
93000,Beyaz,Volkswagen,Golf,860000.0,1.4,9
168000,Beyaz,Citroen,C3,565000.0,1.6,13
302000,Gri (Gümüş),Volkswagen,Polo,395500.0,1.4,20
123800,Lacivert,Renault,Fluence,779000.0,1.5,9
330000,Gri,Ford,Focus,428000.0,1.6,16
306000,Gri (Gümüş),Opel,Astra,365000.0,1.6,21
106000,Beyaz,Renault,Clio,635000.0,1.5,5
35000,Beyaz,Fiat,Egea,810000.0,1.6,2
270000,Gri (Gümüş),Opel,Corsa,238000.0,1.5,24
295000,Gri (Gümüş),Toyota,Corolla,400000.0,1.6,25
209000,Gri,Opel,Astra,515000.0,1.6,20
135000,Beyaz,Toyota,Corolla,767000.0,1.4,8
181000,Gri (Gümüş),Audi,A6,895000.0,2.0,16
157000,Mavi (metalik),Opel,Astra,695000.0,1.4,10
387000,Mavi,Opel,Astra,395000.0,1.6,21
185666,Beyaz,Renault,Fluence,560000.0,1.5,11
52000,Beyaz,Opel,Corsa,910000.0,1.2,3
165000,Gri (Gümüş),Renault,Fluence,629900.0,1.5,8
26500,Gri (titanyum),Fiat,Egea,795000.0,1.4,2
122000,Siyah,Opel,Corsa,589900.0,1.2,9
205000,Bej,Toyota,Corolla,400000.0,1.6,23
155000,Kırmızı,Ford,Fiesta,449000.0,1.25,10
268000,Yeşil (metalik),Volkswagen,Golf,289000.0,1.6,26
103000,Gri (Gümüş),Opel,Astra,679000.0,1.6,6
104707,Beyaz,Fiat,Linea,509900.0,1.3,9
198000,Beyaz,Volkswagen,Polo,430000.0,1.4,18
297000,Beyaz,Toyota,Corolla,375000.0,1.6,29
105000,Beyaz,Ford,Focus,980000.0,1.5,4
340000,Gri,Ford,Fiesta,360000.0,1.4,16
106000,Gri,Ford,Focus,705000.0,1.6,11
197580,Beyaz,Renault,Clio,427000.0,1.2,12
236000,Lacivert,Volkswagen,Polo,280000.0,1.6,28
279635,Gri (Gümüş),Toyota,Corolla,450000.0,1.4,17
187000,Mavi,Opel,Corsa,378000.0,1.4,21
115000,Gri (Gümüş),Ford,Focus,700001.0,1.6,10
178000,Siyah,Opel,Corsa,410000.0,1.3,20
107000,Beyaz,Volkswagen,Polo,774500.0,1.4,8
279000,Siyah,Opel,Astra,540000.0,1.3,16
122222,Siyah,Renault,Fluence,690000.0,1.5,8
274000,Beyaz,Volkswagen,Golf,595000.0,1.6,12
95000,Beyaz,Ford,Focus,785000.0,1.5,7
208000,Gri,Volkswagen,Golf,720000.0,1.6,10
300000,Mavi,Volkswagen,Polo,280000.0,1.6,27
222000,Mavi,Ford,Fiesta,388700.0,1.4,18
184000,Beyaz,Citroen,C4,705000.0,1.6,13
230000,Füme,Ford,Focus,415000.0,1.6,18
136000,Beyaz,Citroen,C-Elysee,555000.0,1.6,10
126000,Gri (Gümüş),Opel,Corsa,475000.0,1.3,12
37200,Mavi (metalik),Fiat,Egea,750000.0,1.4,3
355000,Beyaz,Toyota,Corolla,310000.0,1.6,0
255000,Gri (Gümüş),Renault,Fluence,580000.0,1.5,10
196100,Beyaz,Opel,Corsa,333000.0,1.4,25
305000,Yeşil (metalik),Opel,Corsa,300000.0,1.4,23
112000,Gri (Gümüş),Citroen,C4,598000.0,1.6,10
116000,Beyaz,Fiat,Egea,595000.0,1.6,8
7008,Kırmızı,Renault,Clio,978008.0,1.0,1
180600,Gri,Volkswagen,Polo,455000.0,1.4,19
262000,Lacivert,Opel,Astra,390000.0,1.6,25
245000,Gri (Gümüş),Opel,Astra,514000.0,1.3,12
225000,Beyaz,Fiat,Linea,480000.0,1.3,9
208000,Gri,Opel,Corsa,289500.0,1.4,24
65000,Beyaz,Volkswagen,Golf,950000.0,1.2,8
195000,Beyaz,Fiat,Egea,579900.0,1.6,7
346000,Siyah,Audi,A6,855500.0,2.0,16
136500,Beyaz,Volkswagen,Polo,620000.0,1.6,12
50000,Beyaz,Opel,Corsa,680000.0,1.2,4
172000,Beyaz,Volkswagen,Polo,515000.0,1.4,9
252000,Gri (titanyum),Citroen,C4,449000.0,1.6,13
133000,Gri,Citroen,C3,415000.0,1.4,15
224000,Gri,Renault,Fluence,550000.0,1.5,12
147000,Kırmızı,Renault,Clio,530000.0,1.2,10
150000,Gri,Ford,Fiesta,499000.0,1.4,14
235000,Mavi,Ford,Focus,400000.0,1.6,20
186022,Beyaz,Renault,Clio,545900.0,1.5,8
245000,Gri (Gümüş),Renault,Clio,355000.0,1.5,21
178000,Gri,Citroen,C3,445000.0,1.4,13
249000,Füme,Renault,Fluence,535000.0,1.5,13
250000,Lacivert,Ford,Focus,515000.0,1.6,16
157000,Beyaz,Fiat,Egea,560000.0,1.4,8
59500,Kırmızı,Ford,Fiesta,770000.0,1.6,7
239000,Beyaz,Renault,Clio,530000.0,1.5,13
344000,Beyaz,Ford,Focus,605000.0,1.6,11
144000,Siyah,Opel,Astra,525000.0,1.3,13
143000,Beyaz,Opel,Astra,695000.0,1.6,8
272000,Füme,Opel,Astra,420000.0,1.3,18
270000,Beyaz,Opel,Corsa,354000.0,1.3,19
117000,Kahverengi,Renault,Fluence,690000.0,1.5,10
215000,Gri,Ford,Fiesta,425000.0,1.25,14
213000,Gri (titanyum),Ford,Focus,610000.0,1.6,13
323000,Beyaz,Volkswagen,Golf,450000.0,1.6,15
284000,Gri (Gümüş),Volkswagen,Golf,508000.0,1.6,20
219000,Kırmızı,Volkswagen,Polo,310000.0,1.4,24
145000,Gri (titanyum),Volkswagen,Golf,940000.0,1.2,9
165000,Beyaz,Audi,A5,989000.0,1.8,14
102000,Gri,Ford,Fiesta,495000.0,1.4,16
143000,Beyaz,Opel,Astra,555000.0,1.6,12
265000,Gri,Opel,Astra,720000.0,1.6,10
105000,Beyaz,Volkswagen,Polo,718000.0,1.2,9
147000,Beyaz,Ford,Focus,755000.0,1.6,9
250000,Beyaz,Renault,Fluence,585000.0,1.5,9
125000,Beyaz,Fiat,Linea,535000.0,1.3,7
239000,Beyaz,Ford,Fiesta,430000.0,1.4,12
286000,Mavi,Volkswagen,Polo,275000.0,1.4,23
393000,Lacivert,Ford,Fiesta,415000.0,1.4,18
12000,Mavi (metalik),Fiat,Egea,850000.0,1.4,1
233000,Mavi (metalik),Volkswagen,Polo,238500.0,1.6,26
28500,Beyaz,Fiat,Egea,790000.0,1.3,4
77000,Gri,Opel,Corsa,640000.0,1.2,11
205000,Gri (titanyum),Ford,Focus,642000.0,1.6,12
236846,Beyaz,Citroen,C-Elysee,525000.0,1.6,7
288000,Yeşil,Toyota,Corolla,410000.0,1.6,27
258000,Beyaz,Renault,Fluence,490000.0,1.5,11
243000,Mavi,Opel,Astra,430000.0,1.6,14
241000,Beyaz,Ford,Fiesta,370000.0,1.4,17
125000,Beyaz,Opel,Astra,650000.0,1.3,12
151000,Gri,Toyota,Corolla,555000.0,1.6,20
86000,Beyaz,Ford,Fiesta,250000.0,1.25,27
236000,Gri (Gümüş),Opel,Astra,440000.0,1.3,17
110000,Beyaz,Ford,Focus,805000.0,1.6,9
206000,Beyaz,Fiat,Linea,475000.0,1.3,9
94000,Beyaz,Toyota,Corolla,825000.0,1.4,9
237000,Beyaz,Citroen,C-Elysee,420000.0,1.6,10
264000,Gri (Gümüş),Citroen,C3,340000.0,1.4,19
295100,Gri (Gümüş),Toyota,Corolla,475000.0,1.4,17
309000,Mavi (metalik),Volkswagen,Golf,639500.0,1.6,13
253500,Yeşil,Citroen,C3,285000.0,1.4,21
15000,Beyaz,Fiat,Egea,740000.0,1.4,2
95000,Beyaz,Renault,Clio,785000.0,1.0,3
146000,Beyaz,Volkswagen,Golf,640000.0,1.2,9
215000,Beyaz,Volkswagen,Polo,350000.0,1.6,24
30480,Kırmızı,Opel,Corsa,760000.0,1.4,5
202000,Gri (Gümüş),Renault,Fluence,609000.0,1.5,9
229000,Gri,Renault,Clio,345000.0,1.5,18
60000,Beyaz,Fiat,Egea,733000.0,1.3,2
135500,Gri,Opel,Corsa,590000.0,1.2,10
87000,Füme,Ford,Focus,1045000.0,1.5,4
240000,Kırmızı,Volkswagen,Polo,279000.0,1.6,26
98000,Beyaz,Fiat,Egea,715000.0,1.6,8
340000,Gri (metalik),Ford,Fiesta,380000.0,1.4,13
94000,Füme,Volkswagen,Polo,775000.0,1.4,9
365000,Gri (Gümüş),Ford,Fiesta,235000.0,1.4,25
190000,Beyaz,Toyota,Corolla,729000.0,1.4,10
289000,Gri (Gümüş),Renault,Clio,330000.0,1.4,22
25000,Füme,Fiat,Egea,675700.0,1.4,4
237000,Beyaz,Volkswagen,Polo,599000.0,1.6,12
217000,Gri,Opel,Astra,465000.0,1.6,18
189000,Gri,Citroen,C3,588000.0,1.6,7
354000,Beyaz,Fiat,Linea,350000.0,1.3,14
202000,Gri (Gümüş),Opel,Astra,449000.0,1.6,23
222235,Beyaz,Ford,Focus,600000.0,1.6,12
111860,Gri (Gümüş),Opel,Corsa,560000.0,1.2,11
37640,Lacivert,Ford,Focus,927000.0,1.6,7
185000,Beyaz,Opel,Astra,450000.0,1.6,25
308000,Beyaz,Audi,A3,645900.0,1.6,12
280000,Mavi,Volkswagen,Polo,322000.0,1.4,24
315000,Beyaz,Volkswagen,Polo,295000.0,1.6,24
260000,Siyah,Fiat,Linea,425000.0,1.6,14
28000,Beyaz,Fiat,Egea,735000.0,1.3,2
135000,Beyaz,Ford,Fiesta,470000.0,1.25,12
365000,Siyah,Audi,A4,585000.0,2.0,17
265022,Gri (titanyum),Ford,Fiesta,515000.0,1.4,13
176000,Beyaz,Toyota,Corolla,630000.0,1.4,12
266000,Lacivert,Volkswagen,Polo,230000.0,1.6,26
95000,Siyah,Opel,Astra,650000.0,1.6,12
56000,Gri (titanyum),Ford,Focus,815500.0,1.6,7
265326,Gri (Gümüş),Renault,Clio,285000.0,1.4,23
14000,Gri (titanyum),Citroen,C3,875000.0,1.2,1
160950,Gri (Gümüş),Fiat,Linea,435000.0,1.3,11
282000,Bordo,Toyota,Corolla,349500.0,1.6,27
182000,Beyaz,Fiat,Egea,619000.0,1.3,4
272000,Mavi (metalik),Renault,Fluence,615000.0,1.5,13
190000,Turkuaz,Opel,Corsa,340000.0,1.2,20
281000,Gri (Gümüş),Opel,Astra,415000.0,1.6,19
330000,Füme,Citroen,C3,299750.0,1.4,16
318000,Gri (Gümüş),Renault,Fluence,419000.0,1.5,12
194000,Beyaz,Fiat,Egea,620000.0,1.3,5
170000,Kırmızı,Volkswagen,Polo,565000.0,1.2,12
298000,Gri (Gümüş),Toyota,Corolla,575000.0,1.6,17
60000,Beyaz,Fiat,Egea,680000.0,1.4,3
278000,Gri,Fiat,Linea,395000.0,1.3,14
133000,Siyah,Audi,A3,599000.0,1.6,20
125000,Beyaz,Ford,Focus,775000.0,1.6,8
199000,Siyah,Audi,A3,887500.0,1.6,10
94200,Bej,Citroen,C3,735000.0,1.2,4
18848,Beyaz,Toyota,Corolla,1045000.0,1.5,2
181000,Beyaz,Opel,Astra,380000.0,1.4,18
140000,Beyaz,Volkswagen,Golf,750000.0,1.2,9
225000,Gri (metalik),Renault,Fluence,414900.0,1.5,12
292000,Gri,Opel,Astra,520000.0,1.6,9
312000,Siyah,Renault,Clio,235000.0,1.6,24
205000,Siyah,Volkswagen,Golf,600000.0,1.6,12
190000,Siyah,Opel,Corsa,384000.0,1.3,14
152200,Beyaz,Ford,Focus,640000.0,1.6,13
295000,Bordo,Audi,A3,375000.0,1.6,24
156000,Beyaz,Volkswagen,Polo,480000.0,1.4,15
65000,Bordo,Renault,Clio,532000.0,1.2,6
132000,Beyaz,Toyota,Corolla,755000.0,1.4,10
